BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 5000
NORM_FRB 5000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 1247   581.3  35    496.3  0.609    29.2    3.0 
FRB 1248   477.1  35    392.1  0.334    43.7    2.0 
FRB 1249  1031.3  35    946.3  1.008    14.5    3.0 
FRB 1250  1114.5  35   1029.5  1.156    11.2    1.0 
FRB 1251   221.7  35    136.7  0.119    11.1    3.0 
FRB 1252   957.9  35    872.9  0.905     9.7    3.0 
FRB 1253   624.9  35    539.9  0.452    15.8    1.0 
FRB 1254   779.9  35    694.9  1.016     9.8    2.0 
FRB 1255   543.7  35    458.7  0.169    18.3    3.0 
FRB 1256   652.5  35    567.5  0.659    17.9    3.0 
FRB 1257   553.0  35    468.0  0.605    10.2    3.0 
FRB 1258   790.4  35    705.4  0.259    12.7    2.0 
FRB 1259  1297.9  35   1212.9  1.170    14.3    3.0 
FRB 1260   199.6  35    114.6  0.039    31.5    3.0 
FRB 1261   500.5  35    415.5  0.445    58.1    4.0 
FRB 1262   244.1  35    159.1  0.129    50.6    2.0 
FRB 1263  2852.5  35   2767.5  1.326    10.3    3.0 
FRB 1264   521.8  35    436.8  0.631    13.3    4.0 
FRB 1265   592.5  35    507.5  0.233    17.4    2.0 
FRB 1266   541.8  35    456.8  0.605    21.7    2.0 
FRB 1267   449.5  35    364.5  0.157    38.5    1.0 
FRB 1268   215.9  35    130.9  0.026    27.6    1.0 
FRB 1269  1498.6  35   1413.6  1.266     9.7    2.0 
FRB 1270   803.7  35    718.7  0.705    28.3    2.0 
FRB 1271   174.8  35     89.8  0.032    35.6    3.0 
FRB 1272   247.5  35    162.5  0.180    17.5    1.0 
FRB 1273   247.5  35    162.5  0.232    13.2    0.0 
FRB 1274   785.3  35    700.3  0.670    13.1    3.0 
FRB 1275   322.8  35    237.8  0.214    20.1    0.0 
FRB 1276   825.5  35    740.5  1.007    18.4    4.0 
FRB 1277   441.9  35    356.9  0.284    24.1    4.0 
FRB 1278   239.2  35    154.2  0.132    11.0    3.0 
FRB 1279   261.4  35    176.4  0.237    13.1    3.0 
FRB 1280   394.2  35    309.2  0.309    11.0    4.0 
FRB 1281  1240.7  35   1155.7  0.868    17.7    3.0 
FRB 1282   849.6  35    764.6  0.006    16.6    3.0 
FRB 1283   302.2  35    217.2  0.175    11.1    3.0 
FRB 1284  1456.8  35   1371.8  2.011    16.7    2.0 
FRB 1285  1594.3  35   1509.3  0.984    16.9    3.0 
FRB 1286  1166.9  35   1081.9  0.497    60.3    2.0 
FRB 1287  1049.2  35    964.2  0.865    28.1    3.0 
FRB 1288   223.5  35    138.5  0.132    14.8    3.0 
FRB 1289   778.1  35    693.1  0.893    17.8    3.0 
FRB 1290   215.2  35    130.2  0.158     9.8    1.0 
FRB 1291   276.5  35    191.5  0.090   269.0    2.0 
FRB 1292   285.4  35    200.4  0.262    11.4    2.0 
FRB 1293   486.7  35    401.7  0.212    27.2    2.0 
FRB 1294   351.9  35    266.9  0.071    43.9    3.0 
FRB 1295   250.5  35    165.5  0.009    77.1    1.0 
FRB 1296   383.0  35    298.0  0.223    12.0    2.0 
FRB 1297   667.8  35    582.8  0.537    10.4    0.0 
FRB 1298   721.2  35    636.2  0.443    24.4    2.0 
FRB 1299  1223.2  35   1138.2  0.261    22.8    5.0 
FRB 1300  1104.9  35   1019.9  1.204    15.7    0.0 
FRB 1301   492.4  35    407.4  0.509    16.6    1.0 
FRB 1302  1095.1  35   1010.1  1.334    17.0    4.0 
FRB 1303   735.2  35    650.2  0.608     9.9    0.0 
FRB 1304  1686.3  35   1601.3  0.723    10.8    1.0 
FRB 1305   673.2  35    588.2  0.368    11.2    2.0 
FRB 1306   153.0  35     68.0  0.045    16.4    3.0 
FRB 1307   282.4  35    197.4  0.220    12.4    2.0 
FRB 1308   165.2  35     80.2  0.093    12.7    1.0 
FRB 1309  1464.2  35   1379.2  0.749    10.4    3.0 
FRB 1310   548.5  35    463.5  0.618     9.6    3.0 
FRB 1311   344.0  35    259.0  0.148    23.5    0.0 
FRB 1312   541.3  35    456.3  0.516    33.9    4.0 
FRB 1313   302.5  35    217.5  0.241    14.6    2.0 
FRB 1314   584.9  35    499.9  0.443    14.8    0.0 
FRB 1315  1176.8  35   1091.8  0.588    13.4    3.0 
FRB 1316   439.0  35    354.0  0.422    10.7    3.0 
FRB 1317  1302.9  35   1217.9  0.805    16.8    3.0 
FRB 1318  1003.6  35    918.6  0.954    16.1    3.0 
FRB 1319  2060.4  35   1975.4  1.837    11.6    1.0 
FRB 1320   634.9  35    549.9  0.700    36.2    4.0 
FRB 1321  1064.1  35    979.1  1.281    12.9    1.0 
FRB 1322   390.1  35    305.1  0.155    17.9    2.0 
FRB 1323   353.8  35    268.8  0.311    12.2    3.0 
FRB 1324   381.0  35    296.0  0.378    19.8    3.0 
FRB 1325   404.9  35    319.9  0.398    14.6    1.0 
FRB 1326   416.0  35    331.0  0.315    10.4    2.0 
FRB 1327   398.9  35    313.9  0.536    45.7    2.0 
FRB 1328   308.2  35    223.2  0.185    12.2    2.0 
FRB 1329   396.6  35    311.6  0.281    10.5    3.0 
FRB 1330   217.4  35    132.4  0.079     9.7    3.0 
FRB 1331   618.6  35    533.6  0.756    24.0    3.0 
FRB 1332   302.2  35    217.2  0.159    12.2    3.0 
FRB 1333   430.2  35    345.2  0.168    17.5    4.0 
FRB 1334   355.2  35    270.2  0.162   103.0    2.0 
FRB 1335   734.1  35    649.1  0.607    25.9    4.0 
FRB 1336   829.9  35    744.9  0.402    19.4    3.0 
FRB 1337   588.7  35    503.7  0.340    92.5    2.0 
FRB 1338   486.3  35    401.3  0.405    10.3    2.0 
FRB 1339   413.3  35    328.3  0.458    57.0    1.0 
FRB 1340  1145.3  35   1060.3  1.559    17.9    1.0 
FRB 1341   566.2  35    481.2  0.620    17.4    3.0 
FRB 1342   382.6  35    297.6  0.248    45.7    2.0 
FRB 1343   469.5  35    384.5  0.514    16.4    2.0 
FRB 1344   432.6  35    347.6  0.412    15.2    4.0 
FRB 1345  1123.9  35   1038.9  0.431    47.3    3.0 
FRB 1346   257.0  35    172.0  0.233    12.3    2.0 
FRB 1347   360.4  35    275.4  0.281    53.7    3.0 
FRB 1348   328.3  35    243.3  0.007    85.1    0.0 
FRB 1349   369.2  35    284.2  0.125    19.2    3.0 
FRB 1350   114.1  35     29.1  0.003    16.5    1.0 
FRB 1351   388.8  35    303.8  0.187    12.4    3.0 
FRB 1352   181.7  35     96.7  0.014    24.1    5.0 
FRB 1353  1823.8  35   1738.8  1.321    11.2    2.0 
FRB 1354   337.7  35    252.7  0.326    44.0    0.0 
FRB 1355   389.2  35    304.2  0.381    11.9    5.0 
FRB 1356  1036.0  35    951.0  0.891    11.3    3.0 
FRB 1357   718.4  35    633.4  0.155    10.8    0.0 
FRB 1358   438.2  35    353.2  0.188   133.3    2.0 
FRB 1359   147.1  35     62.1  0.001    47.3    1.0 
FRB 1360   728.3  35    643.3  0.591    29.6    2.0 
FRB 1361  1076.8  35    991.8  0.094    25.1    2.0 
FRB 1362   332.7  35    247.7  0.174    26.3    2.0 
FRB 1363   606.3  35    521.3  0.704    10.8    3.0 
FRB 1364   689.1  35    604.1  0.142    18.2    2.0 
FRB 1365   419.0  35    334.0  0.421    59.2    3.0 
FRB 1366   337.4  35    252.4  0.119    42.3    2.0 
FRB 1367   198.1  35    113.1  0.018   143.9    4.0 
FRB 1368   399.7  35    314.7  0.148    63.5    3.0 
FRB 1369  1161.6  35   1076.6  0.049    16.3    2.0 
FRB 1370   548.9  35    463.9  0.316    33.3    2.0 
FRB 1371   850.8  35    765.8  0.546    13.2    5.0 
FRB 1372   469.6  35    384.6  0.497    30.0    2.0 
FRB 1373   294.3  35    209.3  0.277    64.1    2.0 
FRB 1374  1198.7  35   1113.7  1.360    25.1    1.0 
FRB 1375   331.4  35    246.4  0.292    10.8    2.0 
FRB 1376  1512.0  35   1427.0  0.618    15.9    2.0 
FRB 1377   412.4  35    327.4  0.487    12.2    3.0 
FRB 1378   311.2  35    226.2  0.175    55.4    3.0 
FRB 1379   677.5  35    592.5  0.551    19.9    2.0 
FRB 1380   589.5  35    504.5  0.396    13.6    2.0 
FRB 1381  1221.4  35   1136.4  1.018    10.0    1.0 
FRB 1382   623.8  35    538.8  0.400    11.9    2.0 
FRB 1383  3352.7  35   3267.7  1.994    10.9    1.0 
FRB 1384   392.3  35    307.3  0.552    26.1    1.0 
FRB 1385   564.5  35    479.5  0.356    15.9    1.0 
FRB 1386   827.8  35    742.8  0.390    11.6    1.0 
FRB 1387   153.0  35     68.0  0.015    82.1    0.0 
FRB 1388   629.2  35    544.2  0.443    27.4    2.0 
FRB 1389   298.7  35    213.7  0.121    14.2    3.0 
FRB 1390   230.9  35    145.9  0.069    40.3    4.0 
FRB 1391   953.7  35    868.7  0.978    11.0    2.0 
FRB 1392   135.6  35     50.6  0.028   137.6    2.0 
FRB 1393   410.0  35    325.0  0.115    10.4    3.0 
FRB 1394   471.4  35    386.4  0.411     9.6    1.0 
FRB 1395   306.9  35    221.9  0.047    56.8    2.0 
FRB 1396   998.9  35    913.9  0.422    14.4    2.0 
FRB 1397  1312.1  35   1227.1  0.309    36.1    1.0 
FRB 1398   602.4  35    517.4  0.637    22.8    1.0 
FRB 1399   169.4  35     84.4  0.142    50.7    3.0 
FRB 1400   569.2  35    484.2  0.755    18.4    2.0 
FRB 1401   183.0  35     98.0  0.092    11.0    2.0 
FRB 1402   158.2  35     73.2  0.107     9.6    1.0 
FRB 1403   466.3  35    381.3  0.538    12.6    4.0 
FRB 1404   832.1  35    747.1  0.497    17.6    2.0 
FRB 1405   601.3  35    516.3  0.556   128.2    2.0 
FRB 1406   586.9  35    501.9  0.580    16.5    1.0 
FRB 1407   175.0  35     90.0  0.014    24.3    2.0 
FRB 1408   349.7  35    264.7  0.218     9.8    2.0 
FRB 1409   693.8  35    608.8  0.780    21.3    4.0 
FRB 1410   525.0  35    440.0  0.262    10.0    3.0 
FRB 1411   689.2  35    604.2  0.650    30.8    2.0 
FRB 1412   475.7  35    390.7  0.476    16.5    3.0 
FRB 1413   250.6  35    165.6  0.236    12.1    2.0 
FRB 1414   590.0  35    505.0  0.006    24.2    3.0 
FRB 1415   582.1  35    497.1  0.263    29.8    1.0 
FRB 1416  2251.8  35   2166.8  2.056     9.9    3.0 
FRB 1417   506.9  35    421.9  0.203   633.4    1.0 
FRB 1418  1064.1  35    979.1  0.893     9.6    3.0 
FRB 1419  1666.0  35   1581.0  1.635    14.5    4.0 
FRB 1420   269.2  35    184.2  0.023    33.5    5.0 
FRB 1421   261.5  35    176.5  0.140    37.0    4.0 
FRB 1422   699.7  35    614.7  0.349    20.8    1.0 
FRB 1423   707.1  35    622.1  0.616    11.9    5.0 
FRB 1424  1314.9  35   1229.9  1.160    11.1    2.0 
FRB 1425  1722.4  35   1637.4  1.994    12.6    3.0 
FRB 1426   643.9  35    558.9  0.732    33.4    0.0 
FRB 1427   550.3  35    465.3  0.584    13.0    1.0 
FRB 1428   692.9  35    607.9  0.730    11.1    2.0 
FRB 1429   344.8  35    259.8  0.180    15.7    3.0 
FRB 1430   394.7  35    309.7  0.320    12.1    3.0 
FRB 1431   706.4  35    621.4  0.601    10.7    2.0 
FRB 1432   604.1  35    519.1  0.427    13.8    2.0 
FRB 1433  1031.2  35    946.2  1.481    11.2    2.0 
FRB 1434   342.8  35    257.8  0.022    19.9    3.0 
FRB 1435  1447.9  35   1362.9  0.419    10.0    4.0 
FRB 1436   311.8  35    226.8  0.302    16.9    2.0 
FRB 1437   290.6  35    205.6  0.019    12.1    3.0 
FRB 1438   656.9  35    571.9  0.731    12.3    4.0 
FRB 1439   501.7  35    416.7  0.336    15.9    2.0 
FRB 1440   515.3  35    430.3  0.561    22.1    1.0 
FRB 1441   782.4  35    697.4  0.704    13.3    4.0 
FRB 1442   728.3  35    643.3  0.814    32.5    1.0 
FRB 1443   704.7  35    619.7  0.366    13.3    3.0 
FRB 1444   429.6  35    344.6  0.257    17.0    3.0 
FRB 1445   341.0  35    256.0  0.228    11.7    3.0 
FRB 1446   583.3  35    498.3  0.399    12.9    2.0 
FRB 1447   677.3  35    592.3  0.829    11.6    1.0 
FRB 1448  1283.5  35   1198.5  0.899    21.8    0.0 
FRB 1449   179.4  35     94.4  0.012    22.3    1.0 
FRB 1450   384.1  35    299.1  0.350    13.8    2.0 
FRB 1451  1069.2  35    984.2  1.346    21.5    1.0 
FRB 1452   405.0  35    320.0  0.456    13.4    4.0 
FRB 1453   223.5  35    138.5  0.191    28.9    3.0 
FRB 1454   354.1  35    269.1  0.291    15.2    3.0 
FRB 1455   412.1  35    327.1  0.357    23.1    2.0 
FRB 1456   488.9  35    403.9  0.047     9.8    1.0 
FRB 1457   505.9  35    420.9  0.481    12.4    2.0 
FRB 1458   411.7  35    326.7  0.090    17.9    3.0 
FRB 1459  1184.6  35   1099.6  0.225    46.3    2.0 
FRB 1460   854.8  35    769.8  0.962    13.4    2.0 
FRB 1461   365.2  35    280.2  0.404    62.2    3.0 
FRB 1462   387.9  35    302.9  0.417    16.4    1.0 
FRB 1463   325.7  35    240.7  0.273    15.5    2.0 
FRB 1464   312.3  35    227.3  0.325    18.3    3.0 
FRB 1465   388.2  35    303.2  0.141    16.8    3.0 
FRB 1466   889.5  35    804.5  0.832    22.2    1.0 
FRB 1467   591.6  35    506.6  0.418    24.9    3.0 
FRB 1468  2063.9  35   1978.9  0.973    11.0    1.0 
FRB 1469   264.4  35    179.4  0.196    27.9    0.0 
FRB 1470   919.4  35    834.4  0.278    28.5    2.0 
FRB 1471   538.9  35    453.9  0.618    24.5    2.0 
FRB 1472   302.6  35    217.6  0.017    25.0    1.0 
FRB 1473  1145.0  35   1060.0  0.923    17.2    2.0 
FRB 1474   430.8  35    345.8  0.541    14.7    3.0 
FRB 1475   253.1  35    168.1  0.233     9.5    2.0 
FRB 1476   618.5  35    533.5  0.686    20.4    3.0 
FRB 1477   582.0  35    497.0  0.202    33.3    2.0 
FRB 1478   345.6  35    260.6  0.349   146.0    2.0 
FRB 1479   988.7  35    903.7  0.876     9.8    2.0 
FRB 1480   279.9  35    194.9  0.155    21.4    1.0 
FRB 1481  1200.2  35   1115.2  0.147    40.3    4.0 
FRB 1482   265.2  35    180.2  0.194    10.1    3.0 
FRB 1483   751.1  35    666.1  0.751    30.2    2.0 
FRB 1484   480.0  35    395.0  0.576    19.1    2.0 
FRB 1485   713.4  35    628.4  0.007    19.8    2.0 
FRB 1486   312.1  35    227.1  0.313    23.5    2.0 
FRB 1487   744.3  35    659.3  0.931    13.0    2.0 
FRB 1488   422.8  35    337.8  0.413    44.8    3.0 
FRB 1489   520.9  35    435.9  0.712    13.0    2.0 
FRB 1490   934.5  35    849.5  0.532    45.6    3.0 
FRB 1491   638.0  35    553.0  0.420    95.0    1.0 
FRB 1492   575.1  35    490.1  0.751    13.5    0.0 
FRB 1493  1165.6  35   1080.6  0.195    16.9    2.0 
FRB 1494   306.3  35    221.3  0.031    15.7    1.0 
FRB 1495   347.3  35    262.3  0.402    16.5    2.0 
FRB 1496   339.5  35    254.5  0.168    22.7    2.0 
FRB 1497   257.5  35    172.5  0.083    41.5    3.0 
FRB 1498   883.1  35    798.1  0.577    35.2    2.0 
FRB 1499   348.5  35    263.5  0.233    11.2    2.0 
FRB 1500   632.3  35    547.3  0.249    17.3    2.0 
FRB 1501   378.7  35    293.7  0.408    16.6    2.0 
FRB 1502  1048.6  35    963.6  0.363    27.7    2.0 
FRB 1503  1332.2  35   1247.2  0.888    10.2    1.0 
FRB 1504  1335.3  35   1250.3  1.422    11.7    2.0 
FRB 1505   338.1  35    253.1  0.322    14.3    1.0 
FRB 1506  1016.0  35    931.0  0.558     9.8    2.0 
FRB 1507  1630.3  35   1545.3  0.766    10.9    3.0 
FRB 1508   517.6  35    432.6  0.077   223.8    1.0 
FRB 1509  1017.2  35    932.2  1.170    32.2    2.0 
FRB 1510  1102.0  35   1017.0  1.394    13.6    2.0 
FRB 1511   118.1  35     33.1  0.017    16.7    3.0 
FRB 1512   485.5  35    400.5  0.484    11.6    1.0 
FRB 1513   547.8  35    462.8  0.511    21.2    0.0 
FRB 1514   759.4  35    674.4  0.955    10.0    2.0 
FRB 1515   898.1  35    813.1  0.834    11.1    3.0 
FRB 1516   801.5  35    716.5  0.212    16.2    2.0 
FRB 1517   232.1  35    147.1  0.082    11.4    0.0 
FRB 1518   462.5  35    377.5  0.042   654.5    2.0 
FRB 1519   292.6  35    207.6  0.239    31.1    1.0 
FRB 1520   831.6  35    746.6  0.565    12.6    3.0 
FRB 1521   622.5  35    537.5  0.064    12.7    2.0 
FRB 1522   783.4  35    698.4  0.430    13.4    4.0 
FRB 1523   490.2  35    405.2  0.444    43.8    2.0 
FRB 1524   744.1  35    659.1  0.681    47.3    1.0 
FRB 1525   440.9  35    355.9  0.423    12.4    2.0 
FRB 1526   688.5  35    603.5  0.877    20.3    0.0 
FRB 1527   416.1  35    331.1  0.355    11.2    3.0 
FRB 1528   563.7  35    478.7  0.336    11.3    2.0 
FRB 1529   736.1  35    651.1  0.748     9.7    2.0 
FRB 1530   188.1  35    103.1  0.025    19.1    2.0 
FRB 1531   596.4  35    511.4  0.472    23.8    2.0 
FRB 1532   385.7  35    300.7  0.293    11.3    2.0 
FRB 1533   274.2  35    189.2  0.156    14.0    1.0 
FRB 1534   569.8  35    484.8  0.544    13.4    2.0 
FRB 1535   239.8  35    154.8  0.204    12.9    2.0 
FRB 1536   310.1  35    225.1  0.154    35.8    0.0 
FRB 1537   508.3  35    423.3  0.480    14.4    1.0 
FRB 1538   875.0  35    790.0  0.215    20.9    2.0 
FRB 1539   506.5  35    421.5  0.017   3081.8    3.0 
FRB 1540   714.9  35    629.9  0.104    11.2    3.0 
FRB 1541  1406.9  35   1321.9  0.119    14.7    3.0 
FRB 1542   155.1  35     70.1  0.072    14.4    4.0 
FRB 1543   617.5  35    532.5  0.710    15.0    2.0 
FRB 1544   978.0  35    893.0  0.611    11.3    2.0 
FRB 1545   795.9  35    710.9  0.745    13.0    2.0 
FRB 1546  1062.9  35    977.9  1.058    31.3    2.0 
FRB 1547   172.7  35     87.7  0.060    68.0    2.0 
FRB 1548   459.5  35    374.5  0.300    20.2    3.0 
FRB 1549   820.8  35    735.8  0.531    51.0    1.0 
FRB 1550   324.1  35    239.1  0.302    33.2    2.0 
FRB 1551   143.4  35     58.4  0.025    39.0    3.0 
FRB 1552   878.4  35    793.4  0.839    11.3    2.0 
FRB 1553   188.6  35    103.6  0.125    16.4    2.0 
FRB 1554   835.2  35    750.2  1.147    18.0    2.0 
FRB 1555   349.6  35    264.6  0.110    22.3    3.0 
FRB 1556  1523.1  35   1438.1  1.610    11.7    2.0 
FRB 1557   106.9  35     21.9  0.002    58.8    3.0 
FRB 1558   733.6  35    648.6  0.758    13.5    2.0 
FRB 1559   511.9  35    426.9  0.012    14.9    3.0 
FRB 1560   580.8  35    495.8  0.551    23.3    4.0 
FRB 1561   489.4  35    404.4  0.330    30.4    1.0 
FRB 1562   440.9  35    355.9  0.374    11.6    1.0 
FRB 1563   306.4  35    221.4  0.129    14.1    0.0 
FRB 1564   650.8  35    565.8  0.686    11.7    1.0 
FRB 1565   555.7  35    470.7  0.586    12.9    2.0 
FRB 1566   172.3  35     87.3  0.056    23.1    3.0 
FRB 1567   254.7  35    169.7  0.106    18.2    2.0 
FRB 1568  1005.0  35    920.0  0.586    42.5    4.0 
FRB 1569   438.5  35    353.5  0.446    29.0    1.0 
FRB 1570  1574.2  35   1489.2  2.015    15.6    3.0 
FRB 1571   849.3  35    764.3  0.941    13.5    2.0 
FRB 1572   383.8  35    298.8  0.308    12.2    3.0 
FRB 1573   696.4  35    611.4  0.487    14.7    2.0 
FRB 1574   901.8  35    816.8  1.039     9.9    3.0 
FRB 1575   451.2  35    366.2  0.249    15.7    0.0 
FRB 1576   585.1  35    500.1  0.355    11.1    5.0 
FRB 1577   486.9  35    401.9  0.488    14.8    4.0 
FRB 1578   218.8  35    133.8  0.012    98.8    4.0 
FRB 1579   580.5  35    495.5  0.323    10.7    0.0 
FRB 1580   277.4  35    192.4  0.012    90.3    4.0 
FRB 1581   179.8  35     94.8  0.025    16.3    2.0 
FRB 1582   469.6  35    384.6  0.246    23.7    3.0 
FRB 1583  4663.3  35   4578.3  0.348    29.4    4.0 
FRB 1584   462.5  35    377.5  0.360    17.2    1.0 
FRB 1585   432.1  35    347.1  0.459    38.5    3.0 
FRB 1586   711.4  35    626.4  0.669    12.6    3.0 
FRB 1587   254.9  35    169.9  0.253    44.1    2.0 
FRB 1588   310.4  35    225.4  0.341    22.6    3.0 
FRB 1589  1128.6  35   1043.6  0.898    10.8    3.0 
FRB 1590   732.6  35    647.6  0.672    11.6    2.0 
FRB 1591   742.1  35    657.1  0.738    25.1    2.0 
FRB 1592   226.6  35    141.6  0.008    12.9    4.0 
FRB 1593   593.6  35    508.6  0.533    27.9    4.0 
FRB 1594   437.8  35    352.8  0.285    12.7    3.0 
FRB 1595   394.1  35    309.1  0.354    10.6    2.0 
FRB 1596   266.2  35    181.2  0.177    20.3    2.0 
FRB 1597   479.7  35    394.7  0.190    29.8    2.0 
FRB 1598  1042.0  35    957.0  0.281    27.7    2.0 
FRB 1599   688.5  35    603.5  0.793    34.4    2.0 
FRB 1600   645.4  35    560.4  0.662    10.8    4.0 
FRB 1601   372.3  35    287.3  0.216     9.9    2.0 
FRB 1602  1295.0  35   1210.0  1.464     9.7    3.0 
FRB 1603   574.2  35    489.2  0.365    10.7    1.0 
FRB 1604   466.1  35    381.1  0.134    13.6    4.0 
FRB 1605   119.8  35     34.8  0.020    31.5    3.0 
FRB 1606  1410.3  35   1325.3  1.389    37.4    3.0 
FRB 1607   250.2  35    165.2  0.179    33.2    4.0 
FRB 1608   228.9  35    143.9  0.145    29.2    3.0 
FRB 1609   621.0  35    536.0  0.377    11.7    3.0 
FRB 1610   220.1  35    135.1  0.157   143.8    3.0 
FRB 1611   636.6  35    551.6  0.367    12.2    4.0 
FRB 1612   255.8  35    170.8  0.143    28.8    2.0 
FRB 1613   179.2  35     94.2  0.002    13.5    4.0 
FRB 1614   886.4  35    801.4  1.096    11.4    2.0 
FRB 1615   853.5  35    768.5  0.821    10.9    3.0 
FRB 1616   229.0  35    144.0  0.106    16.2    2.0 
FRB 1617  1221.4  35   1136.4  0.866    10.4    3.0 
FRB 1618   338.3  35    253.3  0.317    34.2    0.0 
FRB 1619   446.8  35    361.8  0.211   435.1    0.0 
FRB 1620   318.9  35    233.9  0.107     9.7    4.0 
FRB 1621   697.9  35    612.9  0.630    13.2    3.0 
FRB 1622   131.8  35     46.8  0.020    19.6    3.0 
FRB 1623   744.2  35    659.2  0.350    14.7    3.0 
FRB 1624   476.8  35    391.8  0.428    10.0    5.0 
FRB 1625   253.7  35    168.7  0.153    10.9    0.0 
FRB 1626   724.8  35    639.8  0.628    11.1    1.0 
FRB 1627   243.7  35    158.7  0.208    20.0    2.0 
FRB 1628   269.1  35    184.1  0.176    28.0    3.0 
FRB 1629   850.1  35    765.1  0.579    10.7    3.0 
FRB 1630   325.6  35    240.6  0.398    11.9    3.0 
FRB 1631   299.4  35    214.4  0.207    19.1    3.0 
FRB 1632   436.3  35    351.3  0.444    10.8    4.0 
FRB 1633   693.8  35    608.8  0.397    19.3    1.0 
FRB 1634   333.8  35    248.8  0.191    31.2    2.0 
FRB 1635  1181.7  35   1096.7  1.391    10.8    2.0 
FRB 1636  1106.8  35   1021.8  1.176    10.1    4.0 
FRB 1637  1259.1  35   1174.1  0.342    95.8    3.0 
FRB 1638  1219.2  35   1134.2  1.238    13.6    3.0 
FRB 1639   143.6  35     58.6  0.084    21.3    1.0 
FRB 1640   315.0  35    230.0  0.085    20.6    2.0 
FRB 1641   873.8  35    788.8  0.243    45.8    2.0 
FRB 1642   482.4  35    397.4  0.163    22.1    4.0 
FRB 1643   386.0  35    301.0  0.380     9.9    3.0 
FRB 1644   357.4  35    272.4  0.167    17.4    2.0 
FRB 1645   663.3  35    578.3  0.802    11.5    2.0 
FRB 1646   352.1  35    267.1  0.134    21.5    1.0 
FRB 1647   174.8  35     89.8  0.068    21.4    4.0 
FRB 1648   190.9  35    105.9  0.116   163.4    1.0 
FRB 1649  1002.6  35    917.6  1.026    18.5    3.0 
FRB 1650   658.7  35    573.7  0.542    14.0    3.0 
FRB 1651   989.4  35    904.4  0.952    14.2    2.0 
FRB 1652  1743.6  35   1658.6  0.002    28.1    5.0 
FRB 1653   253.4  35    168.4  0.116    15.2    2.0 
FRB 1654  1060.8  35    975.8  1.008    20.2    2.0 
FRB 1655   623.1  35    538.1  0.043    29.1    2.0 
FRB 1656   453.2  35    368.2  0.369   101.9    3.0 
FRB 1657   518.5  35    433.5  0.093    10.4    1.0 
FRB 1658   910.6  35    825.6  0.879    16.1    2.0 
FRB 1659   365.9  35    280.9  0.360    10.0    2.0 
FRB 1660   602.0  35    517.0  0.375    21.6    2.0 
FRB 1661   500.3  35    415.3  0.535    12.6    1.0 
FRB 1662   545.7  35    460.7  0.312    40.0    3.0 
FRB 1663   274.8  35    189.8  0.069    12.3    3.0 
FRB 1664   949.8  35    864.8  0.648    13.6    2.0 
FRB 1665   653.8  35    568.8  0.438    27.5    3.0 
FRB 1666   765.5  35    680.5  0.853    20.7    3.0 
FRB 1667   666.7  35    581.7  0.197    12.2    2.0 
FRB 1668   553.3  35    468.3  0.507    24.9    3.0 
FRB 1669   542.8  35    457.8  0.291    28.1    1.0 
FRB 1670   588.7  35    503.7  0.114    18.0    4.0 
FRB 1671  1315.3  35   1230.3  0.479     9.9    2.0 
FRB 1672   894.0  35    809.0  0.799    13.0    2.0 
FRB 1673   406.6  35    321.6  0.245    28.1    2.0 
FRB 1674   325.7  35    240.7  0.212    36.9    2.0 
FRB 1675   774.2  35    689.2  0.563    14.8    2.0 
FRB 1676   897.1  35    812.1  0.316    11.4    4.0 
FRB 1677   546.0  35    461.0  0.494    14.0    3.0 
FRB 1678  1466.6  35   1381.6  0.997     9.9    1.0 
FRB 1679   328.6  35    243.6  0.095    23.0    2.0 
FRB 1680   598.5  35    513.5  0.162    28.7    2.0 
FRB 1681   260.9  35    175.9  0.104    10.2    3.0 
FRB 1682   350.7  35    265.7  0.368    10.0    2.0 
FRB 1683  1388.4  35   1303.4  0.634    13.7    3.0 
FRB 1684   344.0  35    259.0  0.255    13.6    2.0 
FRB 1685   455.7  35    370.7  0.525    56.6    3.0 
FRB 1686   459.1  35    374.1  0.346    11.9    1.0 
FRB 1687   425.7  35    340.7  0.433    10.1    4.0 
FRB 1688  1106.9  35   1021.9  0.967    15.4    0.0 
FRB 1689   391.0  35    306.0  0.380    10.8    3.0 
FRB 1690   543.4  35    458.4  0.296    13.4    2.0 
FRB 1691   691.8  35    606.8  0.017    10.6    2.0 
FRB 1692   402.1  35    317.1  0.461    21.8    2.0 
FRB 1693  1257.8  35   1172.8  0.960    12.1    3.0 
FRB 1694   703.9  35    618.9  0.920    12.6    1.0 
FRB 1695   552.8  35    467.8  0.626    15.4    2.0 
FRB 1696   843.6  35    758.6  1.109    25.8    3.0 
FRB 1697   340.1  35    255.1  0.295    18.3    4.0 
FRB 1698  2245.6  35   2160.6  1.232    11.2    1.0 
FRB 1699   841.7  35    756.7  0.635    13.9    2.0 
FRB 1700  1682.0  35   1597.0  1.275    14.6    2.0 
