BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 1000
NORM_FRB 1000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 463   734.3  35    649.3  0.393    14.9    2.0 
FRB 464  1370.5  35   1285.5  0.292    16.2    2.0 
FRB 465   463.3  35    378.3  0.344    13.3    4.0 
FRB 466   250.4  35    165.4  0.001    11.0    2.0 
FRB 467   478.9  35    393.9  0.471    10.8    4.0 
FRB 468   164.9  35     79.9  0.020    48.7    1.0 
FRB 469   331.3  35    246.3  0.336    36.3    3.0 
FRB 470   940.2  35    855.2  0.651    18.3    4.0 
FRB 471   740.2  35    655.2  0.844     9.7    2.0 
FRB 472   677.1  35    592.1  0.575    12.0    2.0 
FRB 473   910.6  35    825.6  0.963    10.3    2.0 
FRB 474   552.9  35    467.9  0.287    13.9    2.0 
FRB 475   342.1  35    257.1  0.315   201.4    1.0 
FRB 476   323.7  35    238.7  0.180    31.2    2.0 
FRB 477   553.2  35    468.2  0.354    29.9    1.0 
FRB 478   541.8  35    456.8  0.428    10.2    3.0 
FRB 479   330.2  35    245.2  0.326    46.8    2.0 
FRB 480   518.4  35    433.4  0.364    18.8    4.0 
FRB 481   381.3  35    296.3  0.297    36.2    4.0 
FRB 482  1405.2  35   1320.2  1.059    15.4    2.0 
FRB 483   282.5  35    197.5  0.209    14.5    3.0 
FRB 484   610.2  35    525.2  0.515    35.2    3.0 
FRB 485   270.6  35    185.6  0.323    14.5    3.0 
FRB 486   375.0  35    290.0  0.249    30.8    2.0 
FRB 487   982.7  35    897.7  0.836    10.0    2.0 
FRB 488   248.4  35    163.4  0.076    11.2    1.0 
FRB 489  2137.1  35   2052.1  0.049    15.4    5.0 
FRB 490   423.0  35    338.0  0.311    11.5    3.0 
FRB 491   494.6  35    409.6  0.116    12.8    3.0 
FRB 492   211.5  35    126.5  0.145    12.8    2.0 
FRB 493   871.3  35    786.3  0.917    25.3    5.0 
FRB 494   864.6  35    779.6  0.557    10.3    3.0 
FRB 495   960.7  35    875.7  0.209     9.9    2.0 
FRB 496   377.2  35    292.2  0.223   136.5    2.0 
FRB 497   420.1  35    335.1  0.275    14.1    2.0 
FRB 498   212.0  35    127.0  0.022    11.5    4.0 
FRB 499   301.6  35    216.6  0.172     9.6    0.0 
FRB 500   892.1  35    807.1  1.031    17.3    3.0 
FRB 501   491.5  35    406.5  0.193    10.1    2.0 
FRB 502   391.7  35    306.7  0.071    23.1    2.0 
FRB 503   435.7  35    350.7  0.336    11.9    2.0 
FRB 504   232.4  35    147.4  0.003     9.7    4.0 
FRB 505   148.3  35     63.3  0.051   410.7    3.0 
FRB 506   604.8  35    519.8  0.845    10.9    1.0 
FRB 507   367.8  35    282.8  0.316    15.0    3.0 
FRB 508   491.2  35    406.2  0.590    24.1    0.0 
FRB 509  1014.1  35    929.1  0.332    16.1    4.0 
FRB 510  1117.8  35   1032.8  0.924    11.4    3.0 
FRB 511   472.8  35    387.8  0.554    16.1    4.0 
FRB 512   642.9  35    557.9  0.430    11.8    2.0 
FRB 513   208.0  35    123.0  0.152    17.9    2.0 
FRB 514   783.0  35    698.0  0.930    12.7    3.0 
FRB 515   869.7  35    784.7  0.328    23.6    2.0 
FRB 516   274.3  35    189.3  0.250    13.0    4.0 
FRB 517   458.5  35    373.5  0.546    12.5    4.0 
FRB 518  1750.0  35   1665.0  0.991    10.2    1.0 
FRB 519  1113.0  35   1028.0  1.267    14.2    2.0 
FRB 520   257.2  35    172.2  0.002    13.4    2.0 
FRB 521  1075.0  35    990.0  0.055    10.8    3.0 
FRB 522   313.5  35    228.5  0.077    13.5    4.0 
FRB 523   527.0  35    442.0  0.442    10.9    3.0 
FRB 524   549.7  35    464.7  0.250    11.6    1.0 
FRB 525   990.7  35    905.7  0.987    60.2    2.0 
FRB 526   446.0  35    361.0  0.548    32.2    1.0 
FRB 527   398.9  35    313.9  0.420    11.3    3.0 
FRB 528   257.7  35    172.7  0.206    42.6    1.0 
FRB 529   413.9  35    328.9  0.428    88.2    2.0 
FRB 530   455.6  35    370.6  0.043    15.1    4.0 
FRB 531   346.0  35    261.0  0.136   268.1    3.0 
FRB 532   587.8  35    502.8  0.440    45.8    2.0 
FRB 533   343.5  35    258.5  0.357    56.1    3.0 
FRB 534  1243.0  35   1158.0  1.553    13.7    1.0 
FRB 535   483.7  35    398.7  0.426     9.9    3.0 
FRB 536   471.1  35    386.1  0.429    17.0    3.0 
FRB 537   269.3  35    184.3  0.267    20.6    1.0 
FRB 538   242.4  35    157.4  0.066    12.8    3.0 
FRB 539  1627.4  35   1542.4  1.156    13.3    2.0 
FRB 540   562.4  35    477.4  0.595    24.3    2.0 
FRB 541   125.9  35     40.9  0.025    11.6    1.0 
FRB 542  1062.3  35    977.3  1.306    31.0    3.0 
FRB 543   366.7  35    281.7  0.433    13.0    2.0 
FRB 544   814.9  35    729.9  0.752    13.7    3.0 
FRB 545   124.3  35     39.3  0.046    14.8    4.0 
FRB 546   431.5  35    346.5  0.041    12.5    2.0 
FRB 547   312.5  35    227.5  0.170    18.6    1.0 
FRB 548   720.7  35    635.7  0.329    26.7    2.0 
FRB 549   537.4  35    452.4  0.321    23.5    2.0 
FRB 550   437.0  35    352.0  0.403    11.9    3.0 
FRB 551   443.4  35    358.4  0.390    28.3    2.0 
FRB 552   585.0  35    500.0  0.368    19.9    1.0 
FRB 553   811.8  35    726.8  0.789    16.2    3.0 
FRB 554   608.4  35    523.4  0.389    21.8    2.0 
FRB 555   281.2  35    196.2  0.099    17.0    3.0 
FRB 556   594.1  35    509.1  0.145    13.5    4.0 
FRB 557   329.8  35    244.8  0.282    33.1    3.0 
FRB 558   593.5  35    508.5  0.700    61.8    1.0 
FRB 559  1161.1  35   1076.1  0.899    12.8    2.0 
FRB 560   290.6  35    205.6  0.026    29.3    2.0 
FRB 561   416.8  35    331.8  0.419    25.7    3.0 
FRB 562  1513.6  35   1428.6  0.275    16.6    3.0 
FRB 563   408.6  35    323.6  0.386    41.7    2.0 
FRB 564  1315.3  35   1230.3  1.159    36.9    3.0 
FRB 565   446.2  35    361.2  0.158    13.4    1.0 
FRB 566   298.4  35    213.4  0.207     9.7    2.0 
FRB 567   721.1  35    636.1  0.351    67.3    2.0 
FRB 568   184.3  35     99.3  0.036   171.1    2.0 
FRB 569   129.6  35     44.6  0.097    10.8    1.0 
FRB 570   624.8  35    539.8  0.150   132.1    2.0 
FRB 571  1829.0  35   1744.0  1.818    22.9    3.0 
FRB 572   438.5  35    353.5  0.205   183.6    3.0 
FRB 573  1390.3  35   1305.3  1.050    16.4    1.0 
FRB 574   829.0  35    744.0  0.253    20.2    4.0 
FRB 575   771.9  35    686.9  0.675    11.6    1.0 
FRB 576   575.5  35    490.5  0.693    40.1    3.0 
FRB 577   282.4  35    197.4  0.140    17.0    2.0 
FRB 578   166.3  35     81.3  0.180    11.0    3.0 
FRB 579   390.1  35    305.1  0.124     9.7    1.0 
FRB 580   518.5  35    433.5  0.476    67.6    2.0 
FRB 581   485.0  35    400.0  0.047    14.9    5.0 
FRB 582  1440.3  35   1355.3  1.788    18.3    2.0 
FRB 583   648.5  35    563.5  0.519    21.9    2.0 
FRB 584   732.4  35    647.4  0.514    14.0    3.0 
FRB 585   498.6  35    413.6  0.257    15.4    2.0 
FRB 586  1418.2  35   1333.2  0.020    11.6    4.0 
FRB 587   510.3  35    425.3  0.508    12.5    1.0 
FRB 588   641.0  35    556.0  0.536    58.8    4.0 
FRB 589   176.0  35     91.0  0.032     9.8    3.0 
FRB 590   515.8  35    430.8  0.441    13.9    1.0 
FRB 591   131.3  35     46.3  0.040   151.3    1.0 
FRB 592   437.2  35    352.2  0.449    62.6    2.0 
FRB 593   175.1  35     90.1  0.151   289.1    2.0 
FRB 594   702.0  35    617.0  0.526    12.5    3.0 
FRB 595  1701.6  35   1616.6  1.675    12.3    2.0 
FRB 596   459.8  35    374.8  0.572    13.7    2.0 
FRB 597  2375.3  35   2290.3  2.793     9.7    3.0 
FRB 598   445.5  35    360.5  0.209    17.7    2.0 
FRB 599   199.4  35    114.4  0.122    20.1    2.0 
FRB 600  1155.0  35   1070.0  0.493    16.3    2.0 
FRB 601   292.6  35    207.6  0.101    27.7    3.0 
FRB 602   410.7  35    325.7  0.242    10.8    2.0 
FRB 603   192.1  35    107.1  0.126    18.4    4.0 
FRB 604   373.7  35    288.7  0.031     9.9    3.0 
FRB 605   722.7  35    637.7  0.574    13.5    5.0 
FRB 606   915.4  35    830.4  0.870    12.4    3.0 
FRB 607   343.0  35    258.0  0.287    13.8    3.0 
FRB 608   127.5  35     42.5  0.055    15.8    2.0 
FRB 609   771.3  35    686.3  0.987    23.1    3.0 
FRB 610   506.2  35    421.2  0.501    18.4    3.0 
FRB 611   607.9  35    522.9  0.242    27.8    2.0 
FRB 612   975.2  35    890.2  0.981    34.8    1.0 
FRB 613   592.0  35    507.0  0.018    10.5    2.0 
FRB 614   653.4  35    568.4  0.476    25.1    2.0 
FRB 615   843.6  35    758.6  1.086    10.4    3.0 
FRB 616   348.3  35    263.3  0.181    10.1    3.0 
FRB 617   185.9  35    100.9  0.118    24.8    3.0 
FRB 618  1906.7  35   1821.7  1.795    13.0    2.0 
FRB 619   237.6  35    152.6  0.184    27.8    1.0 
FRB 620   267.9  35    182.9  0.116    58.0    3.0 
FRB 621   406.6  35    321.6  0.415    15.0    3.0 
FRB 622   430.5  35    345.5  0.455    12.6    3.0 
FRB 623  1150.5  35   1065.5  0.369    16.7    3.0 
FRB 624   383.2  35    298.2  0.175    15.8    3.0 
FRB 625   671.0  35    586.0  0.894    20.1    3.0 
FRB 626   372.8  35    287.8  0.102    14.0    2.0 
FRB 627   888.9  35    803.9  0.032    12.9    3.0 
FRB 628  1052.2  35    967.2  1.371    26.5    2.0 
FRB 629  1023.3  35    938.3  1.418    21.5    1.0 
FRB 630   281.3  35    196.3  0.041    25.2    4.0 
FRB 631   238.1  35    153.1  0.251    12.6    2.0 
FRB 632   552.2  35    467.2  0.562    11.6    3.0 
FRB 633   558.2  35    473.2  0.484     9.8    3.0 
FRB 634   337.6  35    252.6  0.080    22.0    1.0 
FRB 635   295.2  35    210.2  0.209    11.4    3.0 
FRB 636   575.8  35    490.8  0.189    10.4    2.0 
FRB 637   375.9  35    290.9  0.064    14.7    1.0 
FRB 638   129.2  35     44.2  0.073    24.3    2.0 
FRB 639   198.3  35    113.3  0.058    10.5    0.0 
FRB 640   445.5  35    360.5  0.330    87.9    1.0 
FRB 641   215.9  35    130.9  0.114    35.2    1.0 
FRB 642   212.4  35    127.4  0.084    16.9    3.0 
FRB 643  1228.4  35   1143.4  1.305    13.0    3.0 
FRB 644   578.5  35    493.5  0.149    11.5    1.0 
FRB 645   706.3  35    621.3  0.794    39.2    1.0 
FRB 646   597.8  35    512.8  0.536    38.6    3.0 
FRB 647   283.6  35    198.6  0.195    14.3    2.0 
FRB 648  2236.7  35   2151.7  1.327    20.4    2.0 
FRB 649   694.4  35    609.4  0.099    15.4    4.0 
FRB 650   213.5  35    128.5  0.136    11.9    3.0 
FRB 651   961.6  35    876.6  0.475    28.1    2.0 
FRB 652   801.4  35    716.4  0.818    12.3    2.0 
FRB 653   396.1  35    311.1  0.233    22.6    4.0 
FRB 654  1093.6  35   1008.6  0.806    10.9    3.0 
FRB 655   493.6  35    408.6  0.322     9.9    1.0 
FRB 656   518.1  35    433.1  0.520    14.7    3.0 
FRB 657   478.0  35    393.0  0.094    16.7    4.0 
FRB 658   242.1  35    157.1  0.098   139.7    3.0 
FRB 659   261.7  35    176.7  0.142    43.3    3.0 
FRB 660   443.3  35    358.3  0.042    11.6    2.0 
FRB 661  1386.8  35   1301.8  0.544    26.7    3.0 
FRB 662   475.0  35    390.0  0.228    22.0    1.0 
FRB 663   545.5  35    460.5  0.709     9.7    3.0 
FRB 664   220.1  35    135.1  0.093    21.6    2.0 
FRB 665   809.9  35    724.9  0.829    12.2    2.0 
FRB 666   358.1  35    273.1  0.122    14.5    1.0 
FRB 667   842.0  35    757.0  0.323    12.4    3.0 
FRB 668  1395.1  35   1310.1  0.441    11.5    4.0 
FRB 669   732.5  35    647.5  0.612    42.3    3.0 
FRB 670   423.2  35    338.2  0.322    15.5    2.0 
FRB 671  1328.1  35   1243.1  0.927    10.8    1.0 
FRB 672   530.2  35    445.2  0.490    13.2    2.0 
FRB 673  1584.2  35   1499.2  1.705    15.0    3.0 
FRB 674   147.1  35     62.1  0.047    15.8    2.0 
FRB 675   726.1  35    641.1  0.903    16.9    3.0 
FRB 676   346.6  35    261.6  0.028    10.1    4.0 
FRB 677  1399.0  35   1314.0  1.447    15.0    3.0 
FRB 678   884.5  35    799.5  1.112     9.8    3.0 
FRB 679  1032.9  35    947.9  1.183    23.1    2.0 
FRB 680   182.6  35     97.6  0.056    12.3    1.0 
FRB 681  1051.2  35    966.2  1.131    10.4    2.0 
FRB 682  1485.1  35   1400.1  1.608    13.5    3.0 
FRB 683   299.7  35    214.7  0.150    17.1    5.0 
FRB 684   395.2  35    310.2  0.229    13.2    3.0 
FRB 685   517.8  35    432.8  0.276    23.0    1.0 
FRB 686   356.1  35    271.1  0.325    18.7    3.0 
FRB 687   368.5  35    283.5  0.250    54.5    1.0 
FRB 688   277.4  35    192.4  0.303    18.4    2.0 
FRB 689   644.6  35    559.6  0.764    10.1    2.0 
FRB 690  1221.8  35   1136.8  0.005    10.1    4.0 
FRB 691   422.4  35    337.4  0.321    14.3    3.0 
FRB 692   374.0  35    289.0  0.400    53.2    1.0 
FRB 693   422.3  35    337.3  0.245    42.6    3.0 
FRB 694   283.2  35    198.2  0.327    15.3    2.0 
FRB 695  1116.8  35   1031.8  0.638    39.6    4.0 
FRB 696   408.3  35    323.3  0.353    10.9    2.0 
FRB 697   296.8  35    211.8  0.026    30.9    4.0 
FRB 698   294.1  35    209.1  0.119    22.3    2.0 
FRB 699   385.7  35    300.7  0.272    68.5    2.0 
FRB 700   351.1  35    266.1  0.216    15.3    1.0 
FRB 701   189.6  35    104.6  0.042    13.8    2.0 
FRB 702   180.7  35     95.7  0.136    11.0    2.0 
FRB 703   653.5  35    568.5  0.285    11.2    4.0 
FRB 704   779.7  35    694.7  1.103    11.9    2.0 
FRB 705   217.9  35    132.9  0.018    15.9    1.0 
FRB 706   185.0  35    100.0  0.092    34.9    2.0 
FRB 707   439.6  35    354.6  0.427    41.0    3.0 
FRB 708   623.7  35    538.7  0.238     9.7    3.0 
FRB 709   450.0  35    365.0  0.267    11.7    3.0 
FRB 710   893.3  35    808.3  1.138    10.0    3.0 
FRB 711   414.6  35    329.6  0.323    37.3    3.0 
FRB 712   851.4  35    766.4  0.832    12.6    3.0 
FRB 713   214.4  35    129.4  0.069    12.4    2.0 
FRB 714   611.7  35    526.7  0.485    10.6    2.0 
FRB 715   301.7  35    216.7  0.112    21.8    2.0 
FRB 716   761.3  35    676.3  0.537    11.8    1.0 
FRB 717   309.8  35    224.8  0.138    14.8    2.0 
FRB 718   697.6  35    612.6  0.334    35.4    1.0 
FRB 719   185.1  35    100.1  0.131    11.1    3.0 
FRB 720  1456.7  35   1371.7  1.606    11.3    1.0 
FRB 721   138.2  35     53.2  0.032     9.5    1.0 
FRB 722   163.7  35     78.7  0.034    50.7    1.0 
FRB 723   308.7  35    223.7  0.345    29.4    2.0 
FRB 724   582.7  35    497.7  0.376     9.5    3.0 
FRB 725   771.6  35    686.6  0.037    16.4    1.0 
FRB 726   483.9  35    398.9  0.387    21.6    3.0 
FRB 727   951.5  35    866.5  0.402    11.3    4.0 
FRB 728   225.3  35    140.3  0.049    12.7    1.0 
FRB 729   561.8  35    476.8  0.320    10.1    3.0 
FRB 730   603.7  35    518.7  0.743    10.6    2.0 
FRB 731  1044.5  35    959.5  0.675    15.8    3.0 
FRB 732   409.1  35    324.1  0.256    13.4    2.0 
FRB 733   341.3  35    256.3  0.098     9.9    3.0 
FRB 734  1638.5  35   1553.5  0.205    88.3    2.0 
FRB 735   443.9  35    358.9  0.132    49.0    4.0 
FRB 736   490.6  35    405.6  0.501    18.0    2.0 
FRB 737   420.7  35    335.7  0.119    18.0    3.0 
FRB 738   686.3  35    601.3  0.417    15.7    3.0 
FRB 739   767.1  35    682.1  0.480    10.6    1.0 
FRB 740   475.7  35    390.7  0.527     9.8    3.0 
FRB 741  1537.6  35   1452.6  0.862    11.3    3.0 
FRB 742   195.3  35    110.3  0.168     9.9    2.0 
FRB 743   619.2  35    534.2  0.673    39.1    3.0 
FRB 744   162.7  35     77.7  0.040    62.5    3.0 
FRB 745  1006.0  35    921.0  0.137    16.0    4.0 
FRB 746   358.5  35    273.5  0.096   112.9    2.0 
FRB 747   560.2  35    475.2  0.201    10.7    4.0 
FRB 748   690.6  35    605.6  0.668    25.1    4.0 
FRB 749   654.1  35    569.1  0.565     9.9    2.0 
FRB 750   692.5  35    607.5  0.083    16.8    1.0 
FRB 751   396.5  35    311.5  0.229    29.3    4.0 
FRB 752   223.3  35    138.3  0.120    78.2    2.0 
FRB 753   483.5  35    398.5  0.427    10.1    3.0 
FRB 754   937.4  35    852.4  1.326    29.9    2.0 
FRB 755   188.5  35    103.5  0.138    18.9    2.0 
FRB 756   529.8  35    444.8  0.512    12.6    1.0 
FRB 757   196.3  35    111.3  0.177    12.2    3.0 
FRB 758   489.6  35    404.6  0.501   159.3    1.0 
FRB 759   527.5  35    442.5  0.202    25.6    4.0 
FRB 760   544.7  35    459.7  0.613    22.5    3.0 
FRB 761   306.1  35    221.1  0.292    13.8    1.0 
FRB 762   650.9  35    565.9  0.731    50.7    3.0 
FRB 763   478.2  35    393.2  0.052    10.7    5.0 
FRB 764   190.9  35    105.9  0.113     9.8    4.0 
FRB 765  1307.3  35   1222.3  1.913    20.9    2.0 
FRB 766  1313.0  35   1228.0  0.787    23.7    3.0 
FRB 767   408.8  35    323.8  0.145    78.2    5.0 
FRB 768   831.6  35    746.6  0.165     9.9    3.0 
FRB 769   664.2  35    579.2  0.595    11.4    1.0 
FRB 770   259.1  35    174.1  0.093   120.2    4.0 
FRB 771   310.4  35    225.4  0.199     9.7    4.0 
FRB 772   962.8  35    877.8  0.919    11.5    4.0 
FRB 773   830.4  35    745.4  1.007     9.9    3.0 
FRB 774   855.0  35    770.0  0.619    27.6    4.0 
FRB 775   324.6  35    239.6  0.248   127.6    3.0 
FRB 776   596.0  35    511.0  0.500    20.0    3.0 
FRB 777   533.7  35    448.7  0.304    18.4    2.0 
FRB 778  1653.2  35   1568.2  0.729    10.7    1.0 
FRB 779   662.3  35    577.3  0.807    11.8    3.0 
FRB 780   410.8  35    325.8  0.014    72.7    3.0 
FRB 781   856.2  35    771.2  0.959    18.5    2.0 
FRB 782   364.5  35    279.5  0.222    34.6    1.0 
FRB 783   486.6  35    401.6  0.508    10.2    3.0 
FRB 784   362.0  35    277.0  0.193    27.8    3.0 
FRB 785  1218.0  35   1133.0  1.560    19.0    2.0 
FRB 786  1109.0  35   1024.0  1.042    24.5    4.0 
FRB 787  1330.3  35   1245.3  1.535    11.2    2.0 
FRB 788   834.8  35    749.8  0.782    13.6    4.0 
FRB 789   181.3  35     96.3  0.073    34.9    4.0 
FRB 790   538.9  35    453.9  0.439    24.6    2.0 
FRB 791   492.1  35    407.1  0.527    14.2    2.0 
FRB 792   176.4  35     91.4  0.106    16.5    4.0 
FRB 793   427.2  35    342.2  0.020    13.3    3.0 
FRB 794   307.4  35    222.4  0.060    31.0    2.0 
FRB 795   210.7  35    125.7  0.015    12.4    2.0 
FRB 796  1031.6  35    946.6  0.079    12.8    3.0 
FRB 797  1439.8  35   1354.8  0.276   390.0    2.0 
FRB 798   205.5  35    120.5  0.044   424.9    2.0 
FRB 799   335.2  35    250.2  0.224    81.3    3.0 
FRB 800   737.1  35    652.1  0.738    11.7    1.0 
FRB 801   657.5  35    572.5  0.689    10.5    4.0 
FRB 802   325.0  35    240.0  0.197    17.6    1.0 
FRB 803   360.9  35    275.9  0.406    18.9    3.0 
FRB 804  1518.7  35   1433.7  0.719    10.4    2.0 
FRB 805   650.4  35    565.4  0.628    11.0    3.0 
FRB 806   310.7  35    225.7  0.286    12.4    3.0 
FRB 807   318.1  35    233.1  0.159    43.1    2.0 
FRB 808   422.6  35    337.6  0.476    11.2    2.0 
FRB 809   243.3  35    158.3  0.160    13.8    4.0 
FRB 810  1414.7  35   1329.7  0.566    21.0    3.0 
FRB 811   672.1  35    587.1  0.831    12.7    3.0 
FRB 812   743.0  35    658.0  0.912    19.6    2.0 
FRB 813   906.6  35    821.6  0.057    10.3    3.0 
FRB 814   539.5  35    454.5  0.549    68.4    2.0 
FRB 815   497.4  35    412.4  0.248    66.2    4.0 
FRB 816   861.2  35    776.2  0.986    10.9    2.0 
FRB 817   184.9  35     99.9  0.001    12.0    3.0 
FRB 818  1703.6  35   1618.6  0.953    15.6    2.0 
FRB 819  1362.6  35   1277.6  0.661    11.1    3.0 
FRB 820   434.7  35    349.7  0.075    12.2    1.0 
FRB 821  1323.7  35   1238.7  1.049    13.9    4.0 
FRB 822   171.3  35     86.3  0.130     9.5    3.0 
FRB 823   329.5  35    244.5  0.369     9.7    2.0 
FRB 824   563.8  35    478.8  0.498    57.3    0.0 
FRB 825   513.6  35    428.6  0.049    10.2    2.0 
FRB 826   833.9  35    748.9  1.049    16.9    2.0 
FRB 827   734.8  35    649.8  0.743    10.5    2.0 
FRB 828   214.4  35    129.4  0.196    12.2    5.0 
FRB 829   639.2  35    554.2  0.320    12.6    3.0 
FRB 830   393.9  35    308.9  0.321    36.9    2.0 
FRB 831   554.7  35    469.7  0.716    18.4    3.0 
FRB 832   475.1  35    390.1  0.149    18.5    1.0 
FRB 833   441.1  35    356.1  0.391    19.2    2.0 
FRB 834   239.7  35    154.7  0.038    63.9    2.0 
FRB 835   733.9  35    648.9  0.785    18.4    1.0 
FRB 836   706.7  35    621.7  0.781    17.0    1.0 
FRB 837   388.2  35    303.2  0.385    30.8    3.0 
FRB 838  1225.9  35   1140.9  0.971    16.8    1.0 
FRB 839   391.6  35    306.6  0.369    23.3    3.0 
FRB 840   611.5  35    526.5  0.205    16.4    2.0 
FRB 841  1052.3  35    967.3  0.026    14.7    3.0 
FRB 842   503.5  35    418.5  0.376    13.0    4.0 
FRB 843   809.9  35    724.9  0.826    15.8    2.0 
FRB 844   236.2  35    151.2  0.157    74.9    2.0 
FRB 845   223.2  35    138.2  0.079    24.2    3.0 
FRB 846   343.7  35    258.7  0.178    23.3    2.0 
FRB 847   367.6  35    282.6  0.234    24.0    0.0 
FRB 848  1253.0  35   1168.0  0.789    10.5    3.0 
FRB 849   194.5  35    109.5  0.161    10.8    2.0 
FRB 850   477.9  35    392.9  0.519    14.0    3.0 
FRB 851   362.2  35    277.2  0.048    20.1    3.0 
FRB 852   530.0  35    445.0  0.275    16.5    0.0 
FRB 853   268.6  35    183.6  0.001    13.2    1.0 
FRB 854   899.1  35    814.1  0.322    20.0    1.0 
FRB 855   727.1  35    642.1  0.513    11.9    3.0 
FRB 856   352.4  35    267.4  0.014    36.7    1.0 
FRB 857   395.1  35    310.1  0.167    15.9    3.0 
FRB 858   848.2  35    763.2  0.870    32.7    3.0 
FRB 859   847.8  35    762.8  0.909    15.4    3.0 
FRB 860   526.7  35    441.7  0.546    33.0    3.0 
FRB 861   448.5  35    363.5  0.177    11.8    3.0 
FRB 862   345.2  35    260.2  0.249    12.3    1.0 
FRB 863   799.2  35    714.2  0.143    14.5    1.0 
FRB 864  1080.7  35    995.7  0.122    12.2    5.0 
FRB 865   892.1  35    807.1  0.914    34.4    3.0 
FRB 866  1352.0  35   1267.0  0.982    15.1    2.0 
FRB 867   674.1  35    589.1  0.356   184.9    3.0 
FRB 868   725.3  35    640.3  0.706    59.8    1.0 
FRB 869   325.9  35    240.9  0.300    12.6    3.0 
FRB 870  1809.5  35   1724.5  0.151    13.7    2.0 
FRB 871   408.5  35    323.5  0.342    69.6    4.0 
FRB 872   533.4  35    448.4  0.302    11.3    2.0 
FRB 873  1394.9  35   1309.9  0.888    10.6    2.0 
FRB 874   466.9  35    381.9  0.007    39.7    2.0 
FRB 875   152.1  35     67.1  0.018    43.9    1.0 
FRB 876   434.7  35    349.7  0.232    15.3    3.0 
FRB 877   676.8  35    591.8  0.553    17.4    1.0 
FRB 878   455.1  35    370.1  0.127    13.0    0.0 
FRB 879   485.5  35    400.5  0.142    30.9    1.0 
FRB 880  1341.2  35   1256.2  0.165    82.8    0.0 
FRB 881   292.7  35    207.7  0.248   124.8    2.0 
FRB 882   256.1  35    171.1  0.198    11.5    1.0 
FRB 883   234.8  35    149.8  0.220    11.3    3.0 
FRB 884   395.9  35    310.9  0.173     9.5    2.0 
FRB 885   384.6  35    299.6  0.230   449.6    2.0 
FRB 886  1467.8  35   1382.8  0.810    14.9    4.0 
FRB 887   167.8  35     82.8  0.062    22.8    2.0 
FRB 888   287.6  35    202.6  0.266    25.0    3.0 
FRB 889   116.9  35     31.9  0.033    89.5    1.0 
FRB 890   211.2  35    126.2  0.103    29.9    3.0 
FRB 891   807.2  35    722.2  0.785    10.5    2.0 
FRB 892   438.7  35    353.7  0.478    14.2    4.0 
FRB 893   175.2  35     90.2  0.023    17.4    1.0 
FRB 894   350.0  35    265.0  0.313    12.3    3.0 
FRB 895  1865.2  35   1780.2  1.939    10.4    2.0 
FRB 896   560.0  35    475.0  0.468    18.4    2.0 
FRB 897   198.2  35    113.2  0.039   233.6    2.0 
FRB 898   585.4  35    500.4  0.667    11.1    2.0 
FRB 899   347.7  35    262.7  0.258    13.7    2.0 
FRB 900   756.3  35    671.3  0.889    10.6    1.0 
FRB 901   210.4  35    125.4  0.010    11.4    0.0 
FRB 902   656.0  35    571.0  0.508    10.1    4.0 
FRB 903  1539.0  35   1454.0  2.030    15.9    2.0 
FRB 904   137.6  35     52.6  0.016    14.6    2.0 
FRB 905   480.9  35    395.9  0.081    45.1    2.0 
FRB 906   506.7  35    421.7  0.425    42.2    2.0 
FRB 907   479.0  35    394.0  0.264    13.5    4.0 
FRB 908   910.5  35    825.5  1.062    12.0    1.0 
FRB 909   764.0  35    679.0  1.017    25.4    1.0 
FRB 910   358.5  35    273.5  0.041    43.9    4.0 
FRB 911   100.5  35     15.5  0.007    92.1    3.0 
FRB 912   403.5  35    318.5  0.327    13.4    2.0 
FRB 913   349.2  35    264.2  0.161    32.6    4.0 
FRB 914  1399.6  35   1314.6  0.970     9.7    0.0 
FRB 915   130.8  35     45.8  0.049    27.4    2.0 
FRB 916   184.5  35     99.5  0.092    10.6    4.0 
FRB 917   553.7  35    468.7  0.241    10.1    3.0 
FRB 918   465.2  35    380.2  0.547    25.5    2.0 
FRB 919   627.3  35    542.3  0.410    31.8    2.0 
FRB 920   629.9  35    544.9  0.010    77.8    4.0 
FRB 921   779.1  35    694.1  0.449    60.8    2.0 
FRB 922   511.7  35    426.7  0.154    12.0    2.0 
FRB 923   224.6  35    139.6  0.012    51.8    3.0 
FRB 924   389.8  35    304.8  0.122    42.0    3.0 
FRB 925   661.0  35    576.0  0.818    15.7    2.0 
FRB 926   993.1  35    908.1  0.237    11.5    3.0 
FRB 927  1479.7  35   1394.7  1.498     9.7    3.0 
FRB 928   476.2  35    391.2  0.517    22.0    3.0 
FRB 929   414.2  35    329.2  0.170    37.4    3.0 
FRB 930   319.1  35    234.1  0.201    15.1    2.0 
FRB 931  1336.7  35   1251.7  1.526    10.8    3.0 
FRB 932  1027.7  35    942.7  1.055    13.1    3.0 
