BW    288 #MHz
FRES  1 #MHz
NFRB 1 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 50
NORM_FRB 50
TOBS 48.325 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 1386   497.5  35    412.5  0.482    19.1    2.0
FRB 1387   361.0  35    276.0  0.320    13.8    4.0
FRB 1388   372.8  35    287.8  0.102    12.2    5.0
FRB 1389  1381.1  35   1296.1  0.161    22.7    1.0
FRB 1390   918.7  35    833.7  0.646    15.9    1.0
FRB 1391   229.0  35    144.0  0.051    18.1    3.0
FRB 1392   388.9  35    303.9  0.239    39.6    3.0
FRB 1393   210.7  35    125.7  0.114    68.4    1.0
FRB 1394   547.8  35    462.8  0.390    19.4    3.0
FRB 1395  1221.6  35   1136.6  1.318    11.1    2.0
FRB 1396   150.9  35     65.9  0.002    82.7    1.0
FRB 1397   645.7  35    560.7  0.795    13.7    1.0
FRB 1398  1236.1  35   1151.1  1.321    14.1    1.0
FRB 1399   616.4  35    531.4  0.423    15.4    2.0
FRB 1400   260.7  35    175.7  0.265    23.2    2.0
FRB 1401   653.1  35    568.1  0.042    22.8    2.0
FRB 1402   161.9  35     76.9  0.131    14.9    4.0
FRB 1403   757.0  35    672.0  0.560    23.9    2.0
FRB 1404  1127.0  35   1042.0  0.122   240.0    3.0
FRB 1405   370.3  35    285.3  0.193    15.0    1.0
FRB 1406   177.8  35     92.8  0.159   107.2    3.0
FRB 1407   154.2  35     69.2  0.079    13.7    1.0
FRB 1408   335.7  35    250.7  0.281    47.2    3.0
FRB 1409   244.1  35    159.1  0.074    10.9    2.0
FRB 1410   298.9  35    213.9  0.250   237.8    3.0
FRB 1411  1062.0  35    977.0  0.568    41.0    2.0
FRB 1412   187.1  35    102.1  0.013   329.7    1.0
FRB 1413   383.7  35    298.7  0.154    34.3    0.0
FRB 1414   850.9  35    765.9  0.406    16.2    3.0
FRB 1415   781.0  35    696.0  0.377    14.2    5.0
FRB 1416   208.0  35    123.0  0.039    18.9    2.0
FRB 1417   468.5  35    383.5  0.265     9.8    3.0
FRB 1418  1018.8  35    933.8  1.261    13.4    2.0
FRB 1419  1120.2  35   1035.2  0.558    14.5    0.0
FRB 1420   547.6  35    462.6  0.468    11.4    1.0
FRB 1421   640.3  35    555.3  0.573    16.3    3.0
FRB 1422  1092.7  35   1007.7  0.181    43.5    3.0
FRB 1423   429.3  35    344.3  0.582    11.3    2.0
FRB 1424   769.0  35    684.0  0.131    22.2    1.0
FRB 1425  1151.8  35   1066.8  1.011    13.2    3.0
FRB 1426   643.3  35    558.3  0.735    21.4    2.0
FRB 1427   330.7  35    245.7  0.303    81.9    3.0
FRB 1428  1842.7  35   1757.7  0.510    32.8    3.0
FRB 1429   668.4  35    583.4  0.591    10.0    2.0
FRB 1430  1149.7  35   1064.7  0.997    11.7    1.0
FRB 1431   990.6  35    905.6  0.934    14.8    2.0
FRB 1432   532.3  35    447.3  0.245   145.1    2.0
FRB 1433   935.1  35    850.1  0.931    15.6    2.0
FRB 1434   705.5  35    620.5  0.818    10.6    3.0
FRB 1435   119.4  35     34.4  0.015   138.4    2.0
FRB 1436   783.9  35    698.9  0.990    14.0    0.0
FRB 1437   721.9  35    636.9  0.485    12.7    1.0
FRB 1438  1639.0  35   1554.0  0.507    11.0    3.0
FRB 1439   560.9  35    475.9  0.404    72.0    1.0
FRB 1440   134.2  35     49.2  0.026    50.1    2.0
FRB 1441  1278.9  35   1193.9  1.428    10.2    3.0
FRB 1442   931.8  35    846.8  0.813    27.8    0.0
FRB 1443   538.0  35    453.0  0.449    48.5    1.0
FRB 1444   161.5  35     76.5  0.029    14.4    2.0
FRB 1445   315.7  35    230.7  0.273    12.3    1.0
FRB 1446   885.9  35    800.9  0.552     9.6    2.0
FRB 1447  1200.4  35   1115.4  1.408    11.9    1.0
FRB 1448  1088.9  35   1003.9  0.876    10.6    4.0
FRB 1449   374.1  35    289.1  0.050    69.4    3.0
FRB 1450   362.6  35    277.6  0.381    25.5    4.0
FRB 1451   247.7  35    162.7  0.027    38.7    3.0
FRB 1452   512.9  35    427.9  0.318    13.8    3.0
FRB 1453   750.4  35    665.4  0.892    15.3    2.0
FRB 1454   895.9  35    810.9  0.717     9.9    2.0
FRB 1455   780.0  35    695.0  0.987     9.9    0.0
FRB 1456   409.3  35    324.3  0.311     9.8    2.0
FRB 1457   662.7  35    577.7  0.591    41.7    2.0
FRB 1458   829.6  35    744.6  0.649    18.4    3.0
FRB 1459   164.3  35     79.3  0.023    13.9    2.0
FRB 1460   260.5  35    175.5  0.131    12.3    2.0
FRB 1461   239.1  35    154.1  0.273    22.3    4.0
FRB 1462   447.9  35    362.9  0.288    23.6    3.0
FRB 1463   227.5  35    142.5  0.096    51.7    2.0
FRB 1464  1139.8  35   1054.8  1.012    18.3    3.0
FRB 1465   383.0  35    298.0  0.167    32.9    2.0
FRB 1466   739.9  35    654.9  0.806    10.4    4.0
FRB 1467   295.3  35    210.3  0.116     9.8    3.0
FRB 1468   386.3  35    301.3  0.480    10.2    2.0
FRB 1469   265.7  35    180.7  0.102     9.9    0.0
FRB 1470   660.4  35    575.4  0.787    14.7    4.0
FRB 1471   801.1  35    716.1  0.997    15.1    0.0
FRB 1472   413.6  35    328.6  0.482    14.0    3.0
FRB 1473   646.1  35    561.1  0.545     9.6    4.0
FRB 1474   617.7  35    532.7  0.615    34.4    3.0
FRB 1475   492.5  35    407.5  0.718    13.4    4.0
FRB 1476   773.7  35    688.7  0.075    12.3    3.0
FRB 1477   618.5  35    533.5  0.698    10.2    3.0
FRB 1478   763.0  35    678.0  0.458    12.5    2.0
FRB 1479   512.2  35    427.2  0.180     9.7    2.0
FRB 1480  1408.0  35   1323.0  1.328    16.2    0.0
FRB 1481   239.4  35    154.4  0.075    18.8    3.0
FRB 1482   520.0  35    435.0  0.285    73.8    2.0
FRB 1483   213.2  35    128.2  0.144    10.4    2.0
FRB 1484   428.1  35    343.1  0.344    15.3    1.0
FRB 1485   907.9  35    822.9  0.719    17.2    2.0
FRB 1486   690.8  35    605.8  0.462    10.6    3.0
FRB 1487   879.8  35    794.8  0.737    13.8    1.0
FRB 1488  1443.3  35   1358.3  1.915    10.1    2.0
FRB 1489   729.8  35    644.8  0.878     9.7    3.0
FRB 1490   797.9  35    712.9  0.896    26.8    3.0
FRB 1491   839.0  35    754.0  0.565    53.9    3.0
FRB 1492   252.7  35    167.7  0.217   112.0    2.0
FRB 1493   273.1  35    188.1  0.287    12.0    1.0
FRB 1494   601.1  35    516.1  0.439    17.0    0.0
FRB 1495  1079.5  35    994.5  0.392    29.4    4.0
FRB 1496   518.7  35    433.7  0.092    40.2    1.0
FRB 1497   242.8  35    157.8  0.210    11.2    3.0
FRB 1498   528.9  35    443.9  0.342    11.4    1.0
FRB 1499  1071.2  35    986.2  1.252     9.6    2.0
FRB 1500   759.8  35    674.8  0.147    11.7    2.0
FRB 1501   368.4  35    283.4  0.178    16.6    3.0
FRB 1502   532.9  35    447.9  0.456   111.3    2.0
FRB 1503   282.6  35    197.6  0.182    10.3    2.0
FRB 1504   407.3  35    322.3  0.439    10.3    1.0
FRB 1505  1390.6  35   1305.6  1.388    11.7    2.0
FRB 1506  1169.2  35   1084.2  0.265    42.7    1.0
FRB 1507   670.5  35    585.5  0.312    10.4    3.0
FRB 1508  1038.9  35    953.9  1.180    15.7    3.0
FRB 1509   420.9  35    335.9  0.254    71.5    1.0
FRB 1510   666.0  35    581.0  0.463    24.2    4.0
FRB 1511   686.6  35    601.6  0.925    20.7    1.0
FRB 1512   576.4  35    491.4  0.115    16.6    1.0
FRB 1513   952.0  35    867.0  0.669    19.7    2.0
FRB 1514   472.8  35    387.8  0.478    11.2    2.0
FRB 1515   380.6  35    295.6  0.382    23.6    1.0
FRB 1516   448.9  35    363.9  0.164    20.7    2.0
FRB 1517   797.7  35    712.7  0.630    10.9    3.0
FRB 1518  1181.4  35   1096.4  1.282    10.5    3.0
FRB 1519   227.5  35    142.5  0.281    11.9    3.0
FRB 1520   466.1  35    381.1  0.411    11.0    3.0
FRB 1521   882.9  35    797.9  0.946    13.7    2.0
FRB 1522   309.8  35    224.8  0.273    10.0    4.0
FRB 1523   677.3  35    592.3  0.590     9.5    3.0
FRB 1524  1756.2  35   1671.2  1.236    12.0    1.0
FRB 1525   333.8  35    248.8  0.330    22.0    2.0
FRB 1526  1516.5  35   1431.5  1.594    11.5    2.0
FRB 1527  1187.8  35   1102.8  1.054    11.4    2.0
FRB 1528  1201.5  35   1116.5  1.306    15.5    2.0
FRB 1529   259.2  35    174.2  0.150    15.5    3.0
FRB 1530   339.4  35    254.4  0.202    26.5    3.0
FRB 1531   150.3  35     65.3  0.045    32.9    3.0
FRB 1532   545.1  35    460.1  0.096    14.5    3.0
FRB 1533   340.9  35    255.9  0.127    14.8    2.0
FRB 1534   875.5  35    790.5  1.042    12.2    2.0
FRB 1535   438.6  35    353.6  0.296     9.6    2.0
FRB 1536  1210.9  35   1125.9  1.372    13.0    2.0
FRB 1537   328.2  35    243.2  0.400    13.9    2.0
FRB 1538   205.4  35    120.4  0.116    17.4    4.0
FRB 1539  1156.4  35   1071.4  0.832    24.6    3.0
FRB 1540  1025.5  35    940.5  0.379    15.3    3.0
FRB 1541   994.5  35    909.5  0.549    11.2    4.0
FRB 1542   277.0  35    192.0  0.154    16.2    3.0
FRB 1543   876.4  35    791.4  0.639    20.6    3.0
FRB 1544  1337.5  35   1252.5  0.993    14.0    0.0
FRB 1545  1139.0  35   1054.0  1.469    18.1    1.0
FRB 1546   321.9  35    236.9  0.023    44.0    1.0
FRB 1547   293.7  35    208.7  0.129    10.8    3.0
FRB 1548   338.6  35    253.6  0.067    17.2    3.0
FRB 1549   951.0  35    866.0  0.692    11.5    4.0
FRB 1550   528.2  35    443.2  0.266    77.6    1.0
FRB 1551   367.8  35    282.8  0.238    12.4    3.0
FRB 1552   342.9  35    257.9  0.073    30.7    0.0
FRB 1553   253.6  35    168.6  0.198    82.8    2.0
FRB 1554   218.9  35    133.9  0.078    41.6    4.0
FRB 1555   714.8  35    629.8  0.679    15.1    2.0
FRB 1556   134.9  35     49.9  0.075    10.4    2.0
FRB 1557  1031.1  35    946.1  0.665    31.9    0.0
FRB 1558   494.9  35    409.9  0.618    27.5    3.0
FRB 1559   505.3  35    420.3  0.540    26.1    4.0
FRB 1560   679.8  35    594.8  0.678    18.9    1.0
FRB 1561   530.5  35    445.5  0.608    16.1    2.0
FRB 1562   667.6  35    582.6  0.132    23.7    2.0
FRB 1563   903.7  35    818.7  0.814    11.1    2.0
FRB 1564   775.6  35    690.6  0.409    12.4    3.0
FRB 1565   465.4  35    380.4  0.361    12.2    2.0
FRB 1566   911.3  35    826.3  1.076    12.0    3.0
FRB 1567   743.5  35    658.5  0.722    11.7    3.0
FRB 1568   643.4  35    558.4  0.421    50.4    3.0
FRB 1569   970.1  35    885.1  0.366    18.5    2.0
FRB 1570   251.2  35    166.2  0.122    11.2    1.0
FRB 1571   912.2  35    827.2  1.169    18.2    3.0
FRB 1572   426.6  35    341.6  0.243    11.0    3.0
FRB 1573   459.4  35    374.4  0.555     9.9    2.0
FRB 1574   793.6  35    708.6  0.380    33.1    2.0
FRB 1575   763.5  35    678.5  0.790    26.1    3.0
FRB 1576   960.2  35    875.2  1.094    21.7    1.0
FRB 1577   269.4  35    184.4  0.079    79.4    3.0
FRB 1578   351.3  35    266.3  0.062    62.3    3.0
FRB 1579   683.1  35    598.1  0.270    17.4    4.0
FRB 1580   480.1  35    395.1  0.497    11.6    2.0
FRB 1581   432.6  35    347.6  0.081    16.4    2.0
FRB 1582   476.2  35    391.2  0.472    15.1    1.0
FRB 1583  1266.5  35   1181.5  0.851    15.0    0.0
FRB 1584  1179.6  35   1094.6  1.471    14.5    2.0
FRB 1585   294.7  35    209.7  0.190    12.0    0.0
FRB 1586   232.5  35    147.5  0.156    31.0    4.0
FRB 1587   797.5  35    712.5  0.910    13.7    2.0
FRB 1588   615.5  35    530.5  0.385    10.0    1.0
FRB 1589   832.9  35    747.9  0.863    36.4    2.0
FRB 1590   671.4  35    586.4  0.713     9.9    1.0
FRB 1591   593.2  35    508.2  0.760    19.4    4.0
FRB 1592   674.1  35    589.1  0.121    11.1    4.0
FRB 1593   853.6  35    768.6  0.432    11.3    3.0
FRB 1594   640.3  35    555.3  0.718    20.4    3.0
FRB 1595   775.6  35    690.6  0.882     9.8    2.0
FRB 1596   606.2  35    521.2  0.685    24.1    3.0
FRB 1597   158.4  35     73.4  0.027    12.3    2.0
FRB 1598   349.7  35    264.7  0.335    10.8    3.0
FRB 1599  1025.7  35    940.7  0.370    10.2    4.0
FRB 1600   355.9  35    270.9  0.375    14.5    2.0
FRB 1601   508.1  35    423.1  0.649    15.9    3.0
FRB 1602   538.3  35    453.3  0.370     9.6    3.0
FRB 1603  1018.8  35    933.8  1.262    12.4    1.0
FRB 1604   733.3  35    648.3  0.620    11.7    4.0
FRB 1605   393.0  35    308.0  0.272    11.1    3.0
FRB 1606   339.8  35    254.8  0.272    31.6    3.0
FRB 1607   623.7  35    538.7  0.011    10.7    3.0
FRB 1608   749.0  35    664.0  0.482    10.7    3.0
FRB 1609   982.2  35    897.2  0.958    14.7    2.0
FRB 1610   787.3  35    702.3  0.283    20.9    2.0
FRB 1611   478.5  35    393.5  0.332    13.9    0.0
FRB 1612  1331.1  35   1246.1  1.076    22.7    2.0
FRB 1613   276.6  35    191.6  0.075   150.6    1.0
FRB 1614   670.6  35    585.6  0.228    31.9    3.0
FRB 1615   312.1  35    227.1  0.264    12.0    2.0
FRB 1616   470.6  35    385.6  0.447    12.5    2.0
FRB 1617   378.5  35    293.5  0.314    11.4    2.0
FRB 1618   216.2  35    131.2  0.051    16.7    2.0
FRB 1619  1512.7  35   1427.7  1.140    16.3    1.0
FRB 1620   687.8  35    602.8  0.772    12.8    4.0
FRB 1621   364.9  35    279.9  0.237    19.4    3.0
FRB 1622   710.7  35    625.7  0.708     9.6    2.0
FRB 1623   197.6  35    112.6  0.007    12.8    3.0
FRB 1624   423.4  35    338.4  0.440    15.4    2.0
FRB 1625   772.1  35    687.1  0.904    17.5    2.0
FRB 1626   587.6  35    502.6  0.302    19.2    2.0
FRB 1627   511.6  35    426.6  0.491    15.6    1.0
FRB 1628   435.0  35    350.0  0.480    21.4    3.0
FRB 1629   457.2  35    372.2  0.385    14.5    2.0
FRB 1630   352.5  35    267.5  0.045    35.2    2.0
FRB 1631   451.6  35    366.6  0.142    15.1    3.0
FRB 1632   131.0  35     46.0  0.053   348.5    2.0
FRB 1633   897.9  35    812.9  0.950    11.7    0.0
FRB 1634   970.4  35    885.4  0.879    11.8    2.0
FRB 1635   638.9  35    553.9  0.387    10.7    3.0
FRB 1636   628.6  35    543.6  0.660    61.1    2.0
FRB 1637   310.6  35    225.6  0.186    48.9    3.0
FRB 1638   650.5  35    565.5  0.300    31.8    3.0
FRB 1639   500.7  35    415.7  0.409    10.3    1.0
FRB 1640   933.5  35    848.5  0.989    10.4    4.0
FRB 1641   566.6  35    481.6  0.053    61.7    0.0
FRB 1642   744.1  35    659.1  0.942    14.3    4.0
FRB 1643   261.5  35    176.5  0.081    24.9    2.0
FRB 1644   480.3  35    395.3  0.338    34.0    2.0
FRB 1645   913.4  35    828.4  0.770    10.0    4.0
FRB 1646   521.4  35    436.4  0.146    13.1    2.0
FRB 1647   519.3  35    434.3  0.361    30.5    3.0
FRB 1648   524.5  35    439.5  0.492    18.7    0.0
FRB 1649   288.0  35    203.0  0.100    18.4    3.0
FRB 1650    95.5  35     10.5  0.013     9.6    3.0
FRB 1651   449.8  35    364.8  0.458    11.0    0.0
FRB 1652   935.8  35    850.8  0.684    13.2    3.0
FRB 1653   971.0  35    886.0  0.868    11.1    4.0
FRB 1654   405.8  35    320.8  0.413    10.7    1.0
FRB 1655   787.6  35    702.6  0.406    31.1    4.0
FRB 1656   444.1  35    359.1  0.370    33.8    2.0
FRB 1657   815.9  35    730.9  0.561    48.9    3.0
FRB 1658   800.0  35    715.0  0.405    13.1    2.0
FRB 1659   296.0  35    211.0  0.284    10.1    2.0
FRB 1660   302.3  35    217.3  0.060    29.1    4.0
FRB 1661   558.2  35    473.2  0.417    14.6    1.0
FRB 1662   946.3  35    861.3  0.622    19.9    2.0
FRB 1663   884.0  35    799.0  0.509    22.7    4.0
FRB 1664  1119.1  35   1034.1  0.651    34.5    2.0
FRB 1665   496.2  35    411.2  0.579    14.4    3.0
FRB 1666   402.8  35    317.8  0.258    20.6    1.0
FRB 1667   549.9  35    464.9  0.230    29.4    3.0
FRB 1668   483.2  35    398.2  0.673    16.8    3.0
FRB 1669   662.0  35    577.0  0.579    39.2    3.0
FRB 1670  1241.1  35   1156.1  1.322    10.9    3.0
FRB 1671   287.5  35    202.5  0.061   116.4    2.0
FRB 1672  1120.8  35   1035.8  1.347    15.9    2.0
FRB 1673   455.3  35    370.3  0.349    11.3    2.0
FRB 1674   694.8  35    609.8  0.219    85.5    0.0
FRB 1675   599.3  35    514.3  0.058   110.3    2.0
FRB 1676   731.7  35    646.7  0.500    10.5    2.0
FRB 1677   565.4  35    480.4  0.501    22.2    3.0
FRB 1678  1544.0  35   1459.0  1.345    11.7    3.0
FRB 1679   244.6  35    159.6  0.154    19.7    2.0
FRB 1680   553.1  35    468.1  0.616    18.4    3.0
FRB 1681   269.4  35    184.4  0.128    53.3    3.0
FRB 1682   832.3  35    747.3  0.877     9.9    0.0
FRB 1683   191.9  35    106.9  0.106    13.7    2.0
FRB 1684   418.7  35    333.7  0.438    12.0    2.0
FRB 1685   361.0  35    276.0  0.184    14.4    5.0
FRB 1686   201.9  35    116.9  0.130    20.2    4.0
FRB 1687   394.5  35    309.5  0.526    24.6    1.0
FRB 1688   366.1  35    281.1  0.465    11.5    2.0
FRB 1689   874.9  35    789.9  0.901    11.3    2.0
FRB 1690   808.3  35    723.3  0.583    21.0    3.0
FRB 1691   247.7  35    162.7  0.109    85.3    3.0
FRB 1692   276.8  35    191.8  0.202    28.4    3.0
FRB 1693   468.6  35    383.6  0.558    12.7    1.0
FRB 1694   687.7  35    602.7  0.592    50.5    1.0
FRB 1695   347.0  35    262.0  0.202    35.4    1.0
FRB 1696   640.6  35    555.6  0.847    12.7    4.0
FRB 1697   847.4  35    762.4  0.938    10.8    3.0
FRB 1698   415.6  35    330.6  0.094   117.2    1.0
FRB 1699   311.3  35    226.3  0.298    28.8    3.0
FRB 1700   760.8  35    675.8  0.406    43.9    3.0
FRB 1701   533.1  35    448.1  0.084    10.0    4.0
FRB 1702   359.8  35    274.8  0.316    17.7    3.0
FRB 1703   888.8  35    803.8  0.935     9.8    3.0
FRB 1704   265.3  35    180.3  0.088   301.9    1.0
FRB 1705   469.2  35    384.2  0.439    16.6    3.0
FRB 1706   187.5  35    102.5  0.050    61.0    1.0
FRB 1707  1259.8  35   1174.8  1.596    10.5    3.0
FRB 1708   365.6  35    280.6  0.372    12.1    3.0
FRB 1709   413.0  35    328.0  0.380    13.2    3.0
FRB 1710   440.4  35    355.4  0.322    16.4    2.0
FRB 1711   762.1  35    677.1  0.216    18.2    5.0
FRB 1712   184.1  35     99.1  0.073    10.1    2.0
FRB 1713   327.1  35    242.1  0.150    10.3    2.0
FRB 1714   610.9  35    525.9  0.709    34.4    2.0
FRB 1715   446.8  35    361.8  0.488    22.9    3.0
FRB 1716   466.6  35    381.6  0.437    23.5    2.0
FRB 1717   297.9  35    212.9  0.059    18.0    1.0
FRB 1718   936.6  35    851.6  0.529    11.5    5.0
FRB 1719   128.1  35     43.1  0.058    26.7    1.0
FRB 1720   580.1  35    495.1  0.580    50.4    3.0
FRB 1721   139.2  35     54.2  0.036    10.4    3.0
FRB 1722   318.6  35    233.6  0.070    13.7    3.0
FRB 1723   377.4  35    292.4  0.301    51.2    2.0
FRB 1724   731.8  35    646.8  0.627    19.4    2.0
FRB 1725   312.9  35    227.9  0.296    10.1    3.0
FRB 1726  1078.1  35    993.1  1.412    12.8    3.0
FRB 1727   485.4  35    400.4  0.533    37.9    2.0
FRB 1728   255.3  35    170.3  0.227    80.1    3.0
FRB 1729  1581.6  35   1496.6  0.507    11.0    2.0
FRB 1730   357.9  35    272.9  0.378    12.9    2.0
FRB 1731   356.6  35    271.6  0.291    12.8    2.0
FRB 1732   399.6  35    314.6  0.061    11.7    2.0
FRB 1733   536.6  35    451.6  0.549     9.7    0.0
FRB 1734   908.9  35    823.9  0.888    12.0    1.0
FRB 1735  1231.2  35   1146.2  1.061    17.1    2.0
FRB 1736   584.9  35    499.9  0.540    12.6    3.0
FRB 1737  2468.8  35   2383.8  0.814    15.0    2.0
FRB 1738  1077.6  35    992.6  0.878    34.9    2.0
FRB 1739   623.2  35    538.2  0.587    11.1    4.0
FRB 1740  1159.1  35   1074.1  1.425    15.4    1.0
FRB 1741   787.8  35    702.8  0.567    21.4    1.0
FRB 1742   744.9  35    659.9  0.743    15.5    3.0
FRB 1743   703.4  35    618.4  0.826    21.1    2.0
FRB 1744   921.9  35    836.9  1.084    17.9    2.0
FRB 1745   214.1  35    129.1  0.178    34.0    2.0
FRB 1746   296.2  35    211.2  0.098    30.7    3.0
FRB 1747   341.7  35    256.7  0.046    18.3    0.0
FRB 1748   430.5  35    345.5  0.220    14.8    2.0
FRB 1749   742.7  35    657.7  0.822    19.4    3.0
FRB 1750   145.3  35     60.3  0.090    21.4    1.0
FRB 1751   252.1  35    167.1  0.026    46.5    2.0
FRB 1752   170.7  35     85.7  0.146    10.7    3.0
FRB 1753   255.2  35    170.2  0.036   439.2    2.0
FRB 1754   296.8  35    211.8  0.323    35.4    1.0
FRB 1755  1228.6  35   1143.6  1.434    10.3    2.0
FRB 1756   864.7  35    779.7  0.861    15.1    1.0
FRB 1757   696.9  35    611.9  0.715    13.3    1.0
FRB 1758   341.4  35    256.4  0.393    15.2    3.0
FRB 1759   221.1  35    136.1  0.045    18.5    1.0
FRB 1760  2832.1  35   2747.1  0.269    11.9    4.0
FRB 1761   686.5  35    601.5  0.358    19.2    3.0
FRB 1762   336.4  35    251.4  0.124    14.7    3.0
FRB 1763  1065.4  35    980.4  0.190    13.0    5.0
FRB 1764   485.2  35    400.2  0.475    41.3    3.0
FRB 1765   429.4  35    344.4  0.214    13.0    4.0
FRB 1766   247.1  35    162.1  0.172    12.6    2.0
FRB 1767   278.8  35    193.8  0.198    29.7    2.0
FRB 1768   129.6  35     44.6  0.030    52.0    2.0
FRB 1769   520.4  35    435.4  0.109    14.1    1.0
FRB 1770   985.5  35    900.5  0.220    14.1    1.0
FRB 1771   312.0  35    227.0  0.124    77.9    3.0
FRB 1772  2816.6  35   2731.6  0.019    47.3    4.0
FRB 1773   205.2  35    120.2  0.023    17.0    3.0
FRB 1774   419.6  35    334.6  0.126    24.6    3.0
FRB 1775   303.4  35    218.4  0.238    16.8    2.0
FRB 1776   531.1  35    446.1  0.531    27.2    3.0
FRB 1777   353.0  35    268.0  0.125    27.7    2.0
FRB 1778  1044.6  35    959.6  1.132    15.1    2.0
FRB 1779   934.6  35    849.6  0.815    14.4    2.0
FRB 1780  1565.0  35   1480.0  0.025    16.1    2.0
FRB 1781   353.4  35    268.4  0.072    13.4    2.0
FRB 1782   149.5  35     64.5  0.081    22.7    5.0
FRB 1783   361.0  35    276.0  0.185   125.8    1.0
FRB 1784   277.4  35    192.4  0.168    12.4    1.0
FRB 1785   684.3  35    599.3  0.695     9.5    3.0
FRB 1786   261.6  35    176.6  0.145    47.2    4.0
FRB 1787   654.4  35    569.4  0.771    21.4    2.0
FRB 1788   422.4  35    337.4  0.240    10.6    1.0
FRB 1789  1499.4  35   1414.4  0.510    12.9    4.0
FRB 1790  1080.2  35    995.2  0.938    18.7    3.0
FRB 1791   204.6  35    119.6  0.103    48.5    1.0
FRB 1792   463.9  35    378.9  0.281    66.8    4.0
FRB 1793   648.8  35    563.8  0.500    11.6    3.0
FRB 1794   372.6  35    287.6  0.313   207.8    2.0
FRB 1795   210.9  35    125.9  0.107    34.7    2.0
FRB 1796   812.1  35    727.1  0.368    16.9    4.0
FRB 1797   652.1  35    567.1  0.608    11.7    1.0
FRB 1798   752.8  35    667.8  0.881    15.0    2.0
FRB 1799   497.9  35    412.9  0.391    23.0    2.0
FRB 1800   268.2  35    183.2  0.164    41.2    2.0
FRB 1801   484.8  35    399.8  0.271    18.2    4.0
FRB 1802   972.5  35    887.5  0.101     9.6    1.0
FRB 1803   256.4  35    171.4  0.052    44.4    2.0
FRB 1804   312.3  35    227.3  0.024    11.9    2.0
FRB 1805  1136.4  35   1051.4  0.382    24.3    3.0
FRB 1806   277.0  35    192.0  0.080    59.6    3.0
FRB 1807   532.2  35    447.2  0.477    53.8    2.0
FRB 1808   812.0  35    727.0  0.739    10.0    3.0
FRB 1809   709.6  35    624.6  0.675    14.5    2.0
FRB 1810   525.3  35    440.3  0.415    11.4    3.0
FRB 1811   148.7  35     63.7  0.038   102.8    1.0
FRB 1812   657.1  35    572.1  0.990    20.8    3.0
FRB 1813   325.7  35    240.7  0.020    65.7    2.0
FRB 1814   157.2  35     72.2  0.085    17.4    2.0
FRB 1815   791.5  35    706.5  1.041    10.2    3.0
FRB 1816  1247.2  35   1162.2  0.202    78.4    1.0
FRB 1817   622.7  35    537.7  0.702    38.0    2.0
FRB 1818   269.3  35    184.3  0.173    15.5    1.0
FRB 1819   619.4  35    534.4  0.621    10.8    2.0
FRB 1820   897.7  35    812.7  1.303    14.9    2.0
FRB 1821   481.7  35    396.7  0.553    60.7    2.0
FRB 1822  2655.7  35   2570.7  0.256    10.3    3.0
FRB 1823   420.0  35    335.0  0.219    13.4    1.0
FRB 1824   470.1  35    385.1  0.512   123.9    1.0
FRB 1825   427.4  35    342.4  0.464    10.6    3.0
FRB 1826  1294.8  35   1209.8  0.776    27.4    3.0
FRB 1827   834.1  35    749.1  0.884    11.0    2.0
FRB 1828   789.1  35    704.1  0.973    15.8    3.0
FRB 1829   797.1  35    712.1  0.779    13.1    2.0
FRB 1830   406.8  35    321.8  0.065    32.6    0.0
FRB 1831   317.1  35    232.1  0.203    18.4    1.0
FRB 1832  1903.5  35   1818.5  0.524    16.5    3.0
FRB 1833  1093.7  35   1008.7  1.095    21.8    2.0
FRB 1834   851.9  35    766.9  0.449    81.2    2.0
FRB 1835  1199.9  35   1114.9  0.873     9.6    3.0
FRB 1836   674.8  35    589.8  0.882    22.9    2.0
FRB 1837   660.7  35    575.7  0.555    24.8    3.0
FRB 1838   209.4  35    124.4  0.059    11.7    2.0
FRB 1839   211.4  35    126.4  0.019    15.7    3.0
FRB 1840   398.6  35    313.6  0.023    13.8    3.0
FRB 1841   378.7  35    293.7  0.221    52.9    2.0
FRB 1842   612.7  35    527.7  0.667    11.5    3.0
FRB 1843   817.7  35    732.7  1.143    11.4    3.0
FRB 1844   759.2  35    674.2  0.435    19.7    2.0
FRB 1845  4642.1  35   4557.1  0.088    12.0    3.0
FRB 1846   228.6  35    143.6  0.045    16.2    2.0
FRB 1847  1056.0  35    971.0  1.060    10.8    0.0
FRB 1848   704.4  35    619.4  0.502    38.9    1.0
FRB 1849   862.6  35    777.6  0.574     9.9    2.0
FRB 1850  1076.6  35    991.6  1.157    13.2    0.0
FRB 1851   562.8  35    477.8  0.175    32.9    5.0
FRB 1852   172.2  35     87.2  0.104    64.1    2.0
FRB 1853   211.2  35    126.2  0.008    11.1    4.0
FRB 1854  1341.1  35   1256.1  1.340    10.8    2.0
FRB 1855   507.1  35    422.1  0.210    21.9    1.0
